term,score,polarity,freq_misogynistic,freq_non_misogynistic,total_freq
cast,0.0001,neutral,1,7,8
submet,0.0001,neutral,1,4,5
fernand,0.0001,neutral,1,13,14
questa,0.0001,neutral,1,7,8
emoç,0.0001,neutral,1,15,16
taxist,0.0001,neutral,1,5,6
sexual,0.0001,neutral,1,9,10
engrav,0.0001,neutral,1,9,10
machuc,0.0001,neutral,2,19,21
fatur,0.0001,neutral,1,5,6
salafr,0.0001,neutral,1,4,5
lisbo,0.0001,neutral,3,37,40
abaf,0.0001,neutral,1,5,6
ahahahahah,0.0001,neutral,1,7,8
formig,0.0001,neutral,1,6,7
masc,0.0001,neutral,1,8,9
difam,0.0001,neutral,1,10,11
raquel,0.0001,neutral,1,14,15
grav,0.0001,neutral,5,68,73
tirotei,0.0001,neutral,1,4,5
advers,0.0001,neutral,2,15,17
conveni,0.0001,neutral,1,5,6
enigm,0.0001,neutral,1,5,6
instru,0.0001,neutral,1,4,5
chat,0.0001,neutral,28,371,399
lent,0.0001,neutral,1,9,10
racharlenhapret,0.0001,neutral,1,7,8
suspens,0.0001,neutral,1,7,8
cidadã,0.0001,neutral,1,6,7
context,0.0001,neutral,1,14,15
abomin,0.0001,neutral,1,7,8
dicion,0.0001,neutral,1,4,5
inaugur,0.0001,neutral,1,9,10
renov,0.0001,neutral,2,15,17
satur,0.0001,neutral,1,12,13
desacredit,0.0001,neutral,1,9,10
dissemin,0.0001,neutral,1,4,5
máquin,0.0001,neutral,1,11,12
impression,0.0001,neutral,3,37,40
vacin,0.0001,neutral,1,11,12
georg,0.0001,neutral,1,10,11
burac,0.0001,neutral,2,27,29
pmdb,0.0001,neutral,1,6,7
miss,0.0001,neutral,2,22,24
pesc,0.0001,neutral,1,4,5
world,0.0001,neutral,1,7,8
passiv,0.0001,neutral,1,14,15
harmon,0.0001,neutral,1,4,5
arthur,0.0001,neutral,2,16,18
bamb,0.0001,neutral,1,16,17
invert,0.0001,neutral,1,6,7
profiss,0.0001,neutral,3,30,33
anón,0.0001,neutral,1,5,6
castel,0.0001,neutral,1,10,11
onibu,0.0001,neutral,1,11,12
taokey,0.0001,neutral,1,5,6
advog,0.0001,neutral,4,45,49
direct,0.0001,neutral,1,9,10
manc,0.0001,neutral,1,8,9
român,0.0001,neutral,1,11,12
saudad,0.0001,neutral,14,176,190
astron,0.0001,neutral,1,14,15
cobranç,0.0001,neutral,1,9,10
absolv,0.0001,neutral,1,4,5
habit,0.0001,neutral,1,16,17
desafor,0.0001,neutral,1,5,6
font,0.0001,neutral,3,43,46
algem,0.0001,neutral,1,4,5
injustiç,0.0001,neutral,1,11,12
priva,0.0001,neutral,1,11,12
indi,0.0001,neutral,1,6,7
desenvolv,0.0001,neutral,3,33,36
palestr,0.0001,neutral,1,15,16
rúss,0.0001,neutral,1,11,12
apont,0.0001,neutral,2,16,18
centav,0.0001,neutral,1,16,17
fetich,0.0001,neutral,1,11,12
físic,0.0001,neutral,4,40,44
confus,0.0001,neutral,2,15,17
escrit,0.0001,neutral,3,38,41
telemó,0.0001,neutral,1,5,6
desm,0.0001,neutral,1,6,7
falh,0.0001,neutral,3,35,38
parç,0.0001,neutral,1,7,8
brot,0.0001,neutral,2,30,32
convoc,0.0001,neutral,2,12,14
crei,0.0001,neutral,2,21,23
ilusã,0.0001,neutral,1,13,14
debaix,0.0001,neutral,1,10,11
proíb,0.0001,neutral,1,11,12
desmor,0.0001,neutral,1,4,5
decepcion,0.0001,neutral,1,16,17
mana,0.0001,neutral,2,14,16
breg,0.0001,neutral,1,11,12
said,0.0001,neutral,1,4,5
descr,0.0001,neutral,1,5,6
invent,0.0001,neutral,6,71,77
revert,0.0001,neutral,1,10,11
rachel,0.0001,neutral,1,13,14
alcoól,0.0001,neutral,1,9,10
exalt,0.0001,neutral,1,11,12
aaah,0.0001,neutral,1,11,12
áudi,0.0001,neutral,3,32,35
reaç,0.0001,neutral,2,28,30
minion,0.0001,neutral,1,4,5
tênu,0.0001,neutral,1,4,5
gerald,0.0001,neutral,1,5,6
denunc,0.0001,neutral,1,8,9
cançã,0.0001,neutral,1,6,7
refuge,0.0001,neutral,1,4,5
fibr,0.0001,neutral,1,7,8
mosc,0.0001,neutral,2,12,14
punhet,0.0001,neutral,2,12,14
hahhahah,0.0001,neutral,1,4,5
joel,0.0001,neutral,1,5,6
appl,0.0001,neutral,1,11,12
clandestin,0.0001,neutral,1,6,7
aleg,0.0001,neutral,1,5,6
sinôn,0.0001,neutral,1,9,10
rock,0.0001,neutral,3,27,30
deriv,0.0001,neutral,1,5,6
faculdad,0.0001,neutral,2,28,30
talv,0.0001,neutral,5,61,66
ilumin,0.0001,neutral,1,11,12
tuít,0.0,neutral,0,8,8
rubr,0.0,neutral,0,6,6
sosseg,0.0,neutral,0,12,12
celul,0.0,neutral,2,39,41
tropeç,0.0,neutral,0,6,6
cólic,0.0,neutral,2,36,38
jisung,-0.0,neutral,0,16,16
presen莽,0.0,neutral,0,6,6
álcool,0.0,neutral,1,17,18
sign,0.0,neutral,0,8,8
carlux,0.0,neutral,0,10,10
saír,0.0,neutral,0,5,5
pareç,0.0,neutral,0,8,8
sensac,0.0,neutral,0,9,9
martim,0.0,neutral,0,6,6
sport,0.0,neutral,0,8,8
enorm,-0.0,neutral,1,31,32
espac,0.0,neutral,0,6,6
gilm,-0.0,neutral,0,20,20
pastel,0.0,neutral,1,17,18
voic,0.0,neutral,0,12,12
flod,0.0,neutral,0,6,6
precipit,0.0,neutral,0,5,5
curr铆cul,0.0,neutral,0,6,6
arbitr,0.0,neutral,0,10,10
whydontw,0.0,neutral,0,6,6
albert,0.0,neutral,0,8,8
caralhooooo,0.0,neutral,0,6,6
indiferenç,0.0,neutral,0,6,6
aquiet,0.0,neutral,0,6,6
toss,-0.0,neutral,0,13,13
delici,0.0,neutral,0,10,10
deleg,0.0,neutral,0,5,5
aleatór,0.0,neutral,0,10,10
rid铆cul,0.0,neutral,0,10,10
esté,-0.0,neutral,0,15,15
entretant,0.0,neutral,0,6,6
intenç,-0.0,neutral,0,14,14
gaúch,-0.0,neutral,0,19,19
muuuuuit,0.0,neutral,0,8,8
plat,0.0,neutral,0,8,8
divis,0.0,neutral,0,11,11
casin,0.0,neutral,0,8,8
benç,0.0,neutral,0,6,6
farmác,0.0,neutral,0,7,7
exteri,0.0,neutral,0,6,6
cúpul,0.0,neutral,0,6,6
trech,0.0,neutral,0,6,6
alivi,-0.0,neutral,0,17,17
reconhec,-0.0,neutral,3,57,60
spoil,-0.0,neutral,0,18,18
amooooo,-0.0,neutral,0,13,13
confort,0.0,neutral,1,20,21
titul,-0.0,neutral,0,14,14
馃槏馃槏馃槏,0.0,neutral,0,6,6
putin,0.0,neutral,0,6,6
ghost,0.0,neutral,0,6,6
itun,0.0,neutral,0,10,10
afim,0.0,neutral,2,34,36
sertanej,-0.0,neutral,0,14,14
mark,-0.0,neutral,0,14,14
download,0.0,neutral,0,8,8
android,0.0,neutral,0,6,6
marot,0.0,neutral,0,7,7
daor,-0.0,neutral,0,14,14
dmal,0.0,neutral,0,10,10
seras,-0.0,neutral,0,13,13
fam铆l,0.0,neutral,0,10,10
palm,-0.0,neutral,4,71,75
permanec,0.0,neutral,0,8,8
exercíci,0.0,neutral,0,6,6
feir,0.0,neutral,5,79,84
miguel,-0.0,neutral,0,16,16
suju,0.0,neutral,0,6,6
point,0.0,neutral,0,8,8
cadern,0.0,neutral,0,8,8
trib,0.0,neutral,0,8,8
enta,-0.0,neutral,1,28,29
chip,-0.0,neutral,0,16,16
austrál,0.0,neutral,0,5,5
zayn,0.0,neutral,0,6,6
piru,0.0,neutral,0,10,10
song,0.0,neutral,0,6,6
maranh,0.0,neutral,0,12,12
dist,0.0,neutral,2,36,38
cristi,0.0,neutral,0,6,6
ritm,-0.0,neutral,0,16,16
desanim,0.0,neutral,0,9,9
lanç,-0.0,neutral,4,74,78
menu,0.0,neutral,0,6,6
transbord,0.0,neutral,0,5,5
macac,-0.0,neutral,2,48,50
anderson,0.0,neutral,0,9,9
plás,0.0,neutral,0,8,8
regul,0.0,neutral,0,6,6
andré,0.0,neutral,1,19,20
pedac,0.0,neutral,0,8,8
shinz,0.0,neutral,0,8,8
tatto,0.0,neutral,0,12,12
lembranç,-0.0,neutral,0,16,16
merecid,0.0,neutral,0,5,5
snap,0.0,neutral,0,6,6
delet,0.0,neutral,0,9,9
feij,0.0,neutral,1,19,20
cirurg,0.0,neutral,0,9,9
acalm,0.0,neutral,0,6,6
películ,0.0,neutral,0,6,6
quatr,0.0,neutral,1,20,21
coring,0.0,neutral,0,6,6
quent,-0.0,neutral,2,43,45
saud,0.0,neutral,2,31,33
luis,0.0,neutral,0,8,8
crian莽,-0.0,neutral,0,14,14
satisfa莽茫,0.0,neutral,0,6,6
sequel,0.0,neutral,0,5,5
flux,0.0,neutral,0,6,6
garc,-0.0,neutral,0,16,16
selen,0.0,neutral,0,10,10
dieg,-0.0,neutral,0,14,14
gril,0.0,neutral,0,6,6
atr谩,-0.0,neutral,0,14,14
boné,0.0,neutral,0,7,7
mainh,0.0,neutral,0,10,10
tráf,0.0,neutral,1,17,18
priv,-0.0,neutral,1,34,35
espaç,-0.0,neutral,1,34,35
limã,0.0,neutral,0,8,8
gentil,-0.0,neutral,1,32,33
carvalh,0.0,neutral,0,12,12
ninh,0.0,neutral,0,6,6
shampo,0.0,neutral,0,6,6
cell,0.0,neutral,0,6,6
retweet,0.0,neutral,0,10,10
suplicy,0.0,neutral,0,6,6
colaps,0.0,neutral,0,10,10
dispon,0.0,neutral,0,11,11
loren,0.0,neutral,0,6,6
aleatóri,-0.0,neutral,0,18,18
cartol,0.0,neutral,0,8,8
bomb,0.0,neutral,3,51,54
lkkkkkk,0.0,neutral,0,6,6
david,0.0,neutral,0,12,12
corot,0.0,neutral,0,8,8
sush,0.0,neutral,0,10,10
dodg,-0.0,neutral,0,14,14
rotin,0.0,neutral,1,18,19
goian,0.0,neutral,0,6,6
guanab,0.0,neutral,0,6,6
s茅ri,-0.0,neutral,0,14,14
pref,-0.0,neutral,0,16,16
diet,0.0,neutral,0,12,12
quím,0.0,neutral,0,10,10
notici,0.0,neutral,0,6,6
semin,-0.0,neutral,0,14,14
paulin,0.0,neutral,0,12,12
tarcísi,0.0,neutral,0,10,10
ksksksk,0.0,neutral,0,6,6
skat,0.0,neutral,0,7,7
jongin,-0.0,neutral,0,16,16
árbitr,0.0,neutral,0,12,12
lasanh,0.0,neutral,0,6,6
barrig,0.0,neutral,3,49,52
datafolh,0.0,neutral,0,8,8
fundament,0.0,neutral,1,19,20
bloquei,-0.0,neutral,0,14,14
decis,-0.0,neutral,3,54,57
intu,0.0,neutral,0,6,6
vacu,0.0,neutral,0,6,6
necessár,0.0,neutral,0,5,5
tabel,0.0,neutral,0,7,7
desgra莽,0.0,neutral,0,10,10
fulan,0.0,neutral,0,10,10
insufici,0.0,neutral,0,6,6
meninaa,0.0,neutral,0,8,8
exclus,-0.0,neutral,0,18,18
recíproc,0.0,neutral,0,12,12
enred,0.0,neutral,0,6,6
swift,0.0,neutral,0,6,6
ceil,0.0,neutral,0,6,6
cinz,-0.0,neutral,0,14,14
curios,0.0,neutral,0,8,8
andr,0.0,neutral,0,8,8
flav,0.0,neutral,0,5,5
ot谩ri,0.0,neutral,0,6,6
base,-0.0,neutral,1,35,36
automá,0.0,neutral,0,6,6
toalh,0.0,neutral,0,11,11
jackson,-0.0,neutral,0,16,16
mistéri,0.0,neutral,0,6,6
atmosf,0.0,neutral,0,6,6
braganç,0.0,neutral,0,6,6
plagi,0.0,neutral,0,6,6
porraa,-0.0,neutral,0,14,14
vere,0.0,neutral,0,6,6
totalitar,0.0,neutral,0,5,5
ajoelh,0.0,neutral,0,5,5
ápic,0.0,neutral,0,10,10
fornec,0.0,neutral,0,7,7
medic,0.0,neutral,0,12,12
quest茫,0.0,neutral,0,6,6
composi,0.0,neutral,0,8,8
códig,-0.0,neutral,0,15,15
sorr,0.0,neutral,1,20,21
vamo,0.0,neutral,0,10,10
fact,0.0,neutral,0,6,6
pariuuu,0.0,neutral,0,10,10
cool,0.0,neutral,0,6,6
tour,0.0,neutral,0,8,8
belém,0.0,neutral,0,6,6
piriguet,0.0,neutral,0,10,10
sarney,0.0,neutral,0,8,8
vemdes,0.0,neutral,0,10,10
cancel,-0.0,neutral,2,48,50
emend,0.0,neutral,0,7,7
infart,-0.0,neutral,0,16,16
olímp,0.0,neutral,0,10,10
impress茫,0.0,neutral,0,6,6
imparcial,0.0,neutral,0,5,5
pelam,0.0,neutral,0,5,5
angel,0.0,neutral,0,8,8
cartaz,0.0,neutral,0,11,11
cartel,0.0,neutral,0,6,6
sergi,0.0,neutral,0,5,5
benfiqu,0.0,neutral,0,6,6
solen,0.0,neutral,0,5,5
soca,0.0,neutral,0,6,6
aaaaaah,0.0,neutral,0,6,6
mttt,0.0,neutral,0,6,6
proxim,0.0,neutral,0,5,5
estrel,-0.0,neutral,0,20,20
kakakakak,0.0,neutral,0,10,10
pilot,0.0,neutral,0,8,8
mill,0.0,neutral,0,6,6
mental,0.0,neutral,0,6,6
samu,0.0,neutral,0,6,6
apur,0.0,neutral,0,7,7
repost,0.0,neutral,0,8,8
sufoc,-0.0,neutral,0,21,21
sigil,0.0,neutral,0,6,6
melod,0.0,neutral,0,6,6
emprést,0.0,neutral,0,10,10
faná,0.0,neutral,0,8,8
agulh,0.0,neutral,0,6,6
sessiom,0.0,neutral,0,8,8
norm,0.0,neutral,0,11,11
fachin,0.0,neutral,0,6,6
gogh,0.0,neutral,0,10,10
bren,0.0,neutral,0,8,8
furi,0.0,neutral,0,6,6
coleç,-0.0,neutral,0,15,15
hoseok,-0.0,neutral,0,20,20
amass,0.0,neutral,1,18,19
prol,0.0,neutral,0,6,6
reality,0.0,neutral,0,12,12
acompanh,0.0,neutral,2,38,40
calç,-0.0,neutral,1,31,32
experi,0.0,neutral,1,25,26
macril,0.0,neutral,0,12,12
catuab,0.0,neutral,0,6,6
escal,-0.0,neutral,0,13,13
époc,-0.0,neutral,3,54,57
aclam,0.0,neutral,0,5,5
restrit,0.0,neutral,0,6,6
petrobr,0.0,neutral,0,10,10
vita,0.0,neutral,0,6,6
otherlifestyl,0.0,neutral,0,11,11
orden,0.0,neutral,0,8,8
adot,0.0,neutral,0,12,12
relembr,0.0,neutral,0,11,11
ning,0.0,neutral,0,8,8
expl,0.0,neutral,0,6,6
sortei,-0.0,neutral,0,20,20
sindicat,0.0,neutral,0,10,10
const,0.0,neutral,0,10,10
rouanet,0.0,neutral,0,8,8
situ,-0.0,neutral,6,102,108
tranc,0.0,neutral,1,19,20
salva莽茫,0.0,neutral,0,6,6
tlgd,-0.0,neutral,0,20,20
hahahahahahah,0.0,neutral,1,18,19
cumul,0.0,neutral,0,5,5
sabed,-0.0,neutral,0,19,19
justin,-0.0,neutral,0,16,16
glór,-0.0,neutral,0,16,16
doeu,0.0,neutral,0,8,8
consol,0.0,neutral,0,10,10
alérg,0.0,neutral,0,8,8
icon,-0.0,neutral,0,18,18
mend,-0.0,neutral,0,18,18
primeiroassédi,0.0,neutral,0,6,6
sextavingadoressdv,0.0,neutral,0,6,6
reforç,-0.0,neutral,0,20,20
head,0.0,neutral,0,6,6
idiom,0.0,neutral,0,5,5
proced,0.0,neutral,0,10,10
break,-0.0,neutral,0,16,16
fiscal,0.0,neutral,0,7,7
chan,0.0,neutral,0,6,6
pand,0.0,neutral,0,8,8
serr,0.0,neutral,0,8,8
descend,0.0,neutral,0,6,6
métod,-0.0,neutral,0,16,16
madeir,0.0,neutral,0,12,12
infinit,-0.0,neutral,0,18,18
fanfic,0.0,neutral,0,6,6
tomanocu,0.0,neutral,0,8,8
burocrac,0.0,neutral,0,8,8
煤nic,0.0,neutral,0,8,8
tabu,0.0,neutral,0,8,8
fotógraf,0.0,neutral,0,8,8
juni,0.0,neutral,0,6,6
juríd,-0.0,neutral,0,15,15
speech,0.0,neutral,0,11,11
rebaix,-0.0,neutral,0,17,17
tijol,0.0,neutral,0,10,10
consider,0.0,neutral,7,100,107
cria,0.0,neutral,0,6,6
simból,0.0,neutral,0,5,5
gigant,-0.0,neutral,2,43,45
adid,0.0,neutral,0,10,10
format,0.0,neutral,1,24,25
democrat,0.0,neutral,2,35,37
fofocalizandonosbt,0.0,neutral,0,6,6
reflet,0.0,neutral,0,9,9
deborah,0.0,neutral,0,6,6
perdo,-0.0,neutral,1,27,28
piscin,-0.0,neutral,0,20,20
detalh,-0.0,neutral,1,35,36
predi,0.0,neutral,0,5,5
yasmin,0.0,neutral,0,10,10
moed,0.0,neutral,0,8,8
incomod,0.0,neutral,4,65,69
confer,-0.0,neutral,0,18,18
condens,0.0,neutral,0,6,6
exclu,-0.0,neutral,0,14,14
surf,0.0,neutral,0,6,6
desfaz,0.0,neutral,0,5,5
negóci,-0.0,neutral,1,29,30
empr,-0.0,neutral,3,56,59
coro,0.0,neutral,1,24,25
corr,-0.0,neutral,11,164,175
gargant,-0.0,neutral,0,14,14
fenômen,0.0,neutral,0,5,5
soment,0.0,neutral,3,45,48
boyfriend,0.0,neutral,0,6,6
peid,-0.0,neutral,0,14,14
hmkk,0.0,neutral,0,6,6
seguranç,0.0,neutral,3,50,53
gustav,-0.0,neutral,0,16,16
bailey,0.0,neutral,0,6,6
filosóf,0.0,neutral,0,6,6
afob,0.0,neutral,0,6,6
iran,0.0,neutral,0,8,8
samsung,0.0,neutral,0,6,6
através,0.0,neutral,1,23,24
thayn,0.0,neutral,0,6,6
ânim,-0.0,neutral,0,15,15
miúd,-0.0,neutral,0,14,14
por茅m,0.0,neutral,0,8,8
infernoo,0.0,neutral,0,6,6
punk,0.0,neutral,0,6,6
obamac,0.0,neutral,0,6,6
fisic,-0.0,neutral,0,14,14
stell,0.0,neutral,0,5,5
peopl,0.0,neutral,0,11,11
crôn,0.0,neutral,0,5,5
arrepi,-0.0,neutral,0,20,20
possi,0.0,neutral,1,18,19
beir,-0.0,neutral,0,16,16
ressurg,0.0,neutral,0,6,6
namjoon,0.0,neutral,0,12,12
mochil,-0.0,neutral,0,20,20
prat,0.0,neutral,1,21,22
ediç,-0.0,neutral,0,21,21
sane,0.0,neutral,0,5,5
ócul,-0.0,neutral,0,14,14
rodin,0.0,neutral,0,6,6
paus,0.0,neutral,0,12,12
drop,0.0,neutral,0,10,10
ferraz,0.0,neutral,0,6,6
colab,0.0,neutral,0,6,6
simmmm,0.0,neutral,0,10,10
convert,0.0,neutral,0,5,5
palmeir,0.0,neutral,0,6,6
corrig,0.0,neutral,1,21,22
brav,0.0,neutral,1,22,23
perform,0.0,neutral,0,8,8
pabl,-0.0,neutral,0,14,14
bárb,0.0,neutral,0,12,12
vide,0.0,neutral,7,102,109
saind,-0.0,neutral,1,29,30
guarulh,0.0,neutral,0,7,7
desperdíci,0.0,neutral,0,8,8
nome,0.0,neutral,0,6,6
cabe莽,-0.0,neutral,0,16,16
orgân,0.0,neutral,0,9,9
cout,0.0,neutral,0,12,12
cavern,0.0,neutral,0,8,8
saqu,0.0,neutral,0,10,10
milt,0.0,neutral,0,6,6
substitut,0.0,neutral,0,6,6
filip,0.0,neutral,0,8,8
thiag,0.0,neutral,0,6,6
road,0.0,neutral,0,10,10
ving,0.0,neutral,0,8,8
laric,0.0,neutral,0,6,6
brexit,0.0,neutral,0,7,7
yoong,-0.0,neutral,0,16,16
spfc,0.0,neutral,0,10,10
índic,-0.0,neutral,0,15,15
escorr,0.0,neutral,0,6,6
fôleg,0.0,neutral,0,11,11
solicit,0.0,neutral,0,8,8
arrisc,0.0,neutral,0,7,7
anunc,-0.0,neutral,0,16,16
manooo,0.0,neutral,0,10,10
compens,-0.0,neutral,0,18,18
champiom,0.0,neutral,0,12,12
voluntár,0.0,neutral,0,9,9
delíc,-0.0,neutral,1,32,33
descrev,0.0,neutral,1,19,20
épic,0.0,neutral,0,11,11
empurr,0.0,neutral,0,8,8
demiss,-0.0,neutral,0,14,14
taref,0.0,neutral,0,6,6
horadeporcafé,0.0,neutral,0,6,6
inexplic,0.0,neutral,0,8,8
beat,0.0,neutral,0,8,8
stre,0.0,neutral,0,10,10
charl,0.0,neutral,0,6,6
carinh,0.0,neutral,1,20,21
númer,0.0,neutral,3,52,55
sandub,0.0,neutral,0,6,6
ident,0.0,neutral,1,21,22
preguiç,-0.0,neutral,4,72,76
comíci,0.0,neutral,0,6,6
biólog,0.0,neutral,0,8,8
bolsonaroreidomund,-0.0,neutral,0,16,16
fodaaa,0.0,neutral,0,8,8
rasmussen,0.0,neutral,0,6,6
traj,0.0,neutral,0,8,8
hist贸r,-0.0,neutral,0,16,16
spotify,0.0,neutral,0,12,12
recalqu,0.0,neutral,0,6,6
performanc,0.0,neutral,0,12,12
humm,0.0,neutral,0,5,5
alinh,-0.0,neutral,0,13,13
artur,0.0,neutral,0,7,7
infâm,0.0,neutral,0,6,6
jaemin,0.0,neutral,0,6,6
antecip,0.0,neutral,0,6,6
empenh,0.0,neutral,0,6,6
irmã,0.0,neutral,6,88,94
bruxinhanafazend,0.0,neutral,0,6,6
cuza,-0.0,neutral,0,18,18
desempat,0.0,neutral,0,6,6
t贸xic,0.0,neutral,0,6,6
ci锚nc,0.0,neutral,0,6,6
imposs,0.0,neutral,2,33,35
carnavalacabou,0.0,neutral,0,6,6
anel,0.0,neutral,0,6,6
cavi,0.0,neutral,0,6,6
leon,0.0,neutral,0,6,6
jeff,0.0,neutral,0,6,6
adapt,0.0,neutral,0,6,6
aond,-0.0,neutral,3,55,58
agrad,0.0,neutral,1,18,19
prósper,0.0,neutral,0,5,5
luil,0.0,neutral,0,6,6
ahahahah,0.0,neutral,0,8,8
invad,0.0,neutral,2,35,37
doaç,0.0,neutral,0,11,11
reflex,0.0,neutral,1,25,26
smartphon,0.0,neutral,0,6,6
decret,0.0,neutral,0,6,6
bugr,0.0,neutral,0,5,5
noiv,0.0,neutral,0,6,6
geometr,0.0,neutral,0,6,6
clic,0.0,neutral,0,8,8
recicl,-0.0,neutral,0,16,16
lenç,0.0,neutral,0,6,6
uniform,0.0,neutral,0,6,6
notebook,0.0,neutral,0,6,6
elimin,-0.0,neutral,0,14,14
podcast,-0.0,neutral,0,14,14
hill,0.0,neutral,0,6,6
metrô,0.0,neutral,0,10,10
istoélix,0.0,neutral,0,6,6
síti,0.0,neutral,0,11,11
signif,-0.0,neutral,2,49,51
contr谩ri,0.0,neutral,0,6,6
park,0.0,neutral,0,12,12
traduz,0.0,neutral,1,17,18
carta,0.0,neutral,0,5,5
ahah,-0.0,neutral,0,14,14
aninh,0.0,neutral,0,6,6
ench,0.0,neutral,3,53,56
retorn,0.0,neutral,1,22,23
escri,0.0,neutral,0,8,8
decepc,0.0,neutral,0,7,7
dire,-0.0,neutral,1,35,36
hereistandwithk,0.0,neutral,0,8,8
enaltec,-0.0,neutral,0,16,16
mater,-0.0,neutral,1,32,33
demor,-0.0,neutral,3,58,61
clon,0.0,neutral,0,6,6
promoç,-0.0,neutral,1,27,28
caçamb,0.0,neutral,0,10,10
atravess,0.0,neutral,0,8,8
reun,0.0,neutral,3,50,53
chril,0.0,neutral,0,8,8
oliv,0.0,neutral,0,6,6
ingênu,0.0,neutral,0,8,8
empolg,0.0,neutral,0,7,7
dedé,0.0,neutral,0,6,6
azar,0.0,neutral,1,19,20
pr贸x,0.0,neutral,0,12,12
inflam,0.0,neutral,0,10,10
particul,0.0,neutral,0,5,5
araraqu,-0.0,neutral,0,16,16
nmrl,0.0,neutral,0,10,10
deck,0.0,neutral,0,6,6
women,-0.0,neutral,0,14,14
mané,0.0,neutral,3,45,48
browni,0.0,neutral,0,8,8
piercing,0.0,neutral,0,6,6
contrari,-0.0,neutral,0,13,13
baitol,0.0,neutral,0,10,10
glor,0.0,neutral,0,6,6
paraíb,-0.0,neutral,1,28,29
marc,-0.0,neutral,10,151,161
discord,0.0,neutral,2,36,38
inic,0.0,neutral,0,7,7
bighit,0.0,neutral,0,6,6
palh,0.0,neutral,6,88,94
repet,-0.0,neutral,0,19,19
fcsh,0.0,neutral,0,6,6
interromp,0.0,neutral,0,6,6
agres,0.0,neutral,0,6,6
combust,0.0,neutral,0,6,6
playstation,0.0,neutral,0,6,6
glenn,0.0,neutral,0,12,12
retom,0.0,neutral,0,7,7
caip,0.0,neutral,0,10,10
jequit,0.0,neutral,0,6,6
manh,0.0,neutral,0,8,8
yohan,0.0,neutral,0,6,6
chacr,0.0,neutral,0,6,6
brait,0.0,neutral,0,6,6
leag,0.0,neutral,0,6,6
traduç,0.0,neutral,0,6,6
demaiss,0.0,neutral,0,8,8
premi,0.0,neutral,1,17,18
bênç,0.0,neutral,0,6,6
lerd,-0.0,neutral,0,14,14
irma,-0.0,neutral,1,28,29
escandal,0.0,neutral,0,6,6
consagr,0.0,neutral,0,8,8
feat,0.0,neutral,1,19,20
discuss,0.0,neutral,1,24,25
cienc,0.0,neutral,0,6,6
transpar,0.0,neutral,0,10,10
perspec,0.0,neutral,0,8,8
diferenci,-0.0,neutral,0,14,14
fing,0.0,neutral,3,50,53
t茅cn,0.0,neutral,0,6,6
borrach,-0.0,neutral,0,18,18
malu,0.0,neutral,0,10,10
thing,-0.0,neutral,0,16,16
pais,0.0,neutral,0,6,6
interag,-0.0,neutral,0,18,18
agent,-0.0,neutral,0,15,15
stfvergonhanasc,0.0,neutral,0,6,6
voleifeminin,0.0,neutral,0,6,6
negah,0.0,neutral,0,6,6
sinal,0.0,neutral,0,6,6
lingu,0.0,neutral,0,6,6
pois,0.0,neutral,0,5,5
sóci,0.0,neutral,0,10,10
changbin,0.0,neutral,0,6,6
ideologic,0.0,neutral,0,6,6
brilh,0.0,neutral,2,38,40
cerv,0.0,neutral,0,6,6
estre,0.0,neutral,0,10,10
sindicatodosdivulg,0.0,neutral,0,12,12
donald,0.0,neutral,0,7,7
mdss,0.0,neutral,0,8,8
person,0.0,neutral,3,46,49
madrug,0.0,neutral,0,12,12
putz,0.0,neutral,1,26,27
infraestrut,0.0,neutral,0,7,7
insustent,0.0,neutral,0,8,8
mágic,0.0,neutral,0,8,8
corinti,0.0,neutral,0,8,8
ribe,0.0,neutral,0,5,5
inquérit,0.0,neutral,0,6,6
divert,0.0,neutral,1,18,19
capacit,0.0,neutral,0,8,8
mangu,0.0,neutral,0,6,6
gême,0.0,neutral,0,12,12
espelh,-0.0,neutral,2,42,44
cotovel,0.0,neutral,0,10,10
al茅m,0.0,neutral,0,8,8
transmit,0.0,neutral,0,6,6
actu,0.0,neutral,0,6,6
bra莽,0.0,neutral,0,6,6
hahah,0.0,neutral,4,61,65
distribu,0.0,neutral,0,6,6
sobrancelh,-0.0,neutral,0,16,16
arregaç,0.0,neutral,0,6,6
fortalec,0.0,neutral,1,19,20
presenci,0.0,neutral,0,6,6
mago,0.0,neutral,0,6,6
prejuíz,0.0,neutral,0,10,10
despenc,0.0,neutral,0,5,5
bell,0.0,neutral,0,10,10
britân,0.0,neutral,0,6,6
cad锚,0.0,neutral,0,8,8
mord,-0.0,neutral,2,40,42
ampl,0.0,neutral,0,9,9
samp,0.0,neutral,0,12,12
sogr,0.0,neutral,1,19,20
caralhooo,-0.0,neutral,0,14,14
sócrat,0.0,neutral,0,6,6
lanc,0.0,neutral,0,11,11
trag,-0.0,neutral,0,13,13
prefer,-0.0,neutral,1,29,30
conosc,0.0,neutral,0,11,11
natal,0.0,neutral,0,9,9
argh,0.0,neutral,0,6,6
sanduích,0.0,neutral,0,8,8
juventud,0.0,neutral,0,11,11
implor,0.0,neutral,0,8,8
invern,0.0,neutral,0,9,9
claqu,0.0,neutral,0,8,8
wattpad,0.0,neutral,0,6,6
incr铆,0.0,neutral,0,8,8
desnecess,0.0,neutral,1,23,24
após,-0.0,neutral,3,58,61
